Entering constructor for: ReviewPal.ReviewPal2013.DrSmellPackage
Entering Initialize() of: ReviewPal.ReviewPal2013.DrSmellPackage
2022-12-05 16:12:44Z : PB = 447541248 : In   : ---------------------------- StyleCop.StyleCopCore..ctor(environment=<null>, hostTag=<null>)
2022-12-05 16:16:03Z : PB = 508301312 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-05 16:16:03Z : PB = 508301312 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-05 16:16:03Z : PB = 508301312 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-05 16:16:03Z : PB = 508301312 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-05 16:16:04Z : PB = 508260352 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-05 16:16:04Z : PB = 508260352 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-05 16:16:04Z : PB = 508260352 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-05 16:16:04Z : PB = 508260352 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-05 16:16:04Z : PB = 508260352 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-05 16:16:04Z : PB = 508268544 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-05 16:16:04Z : PB = 508268544 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-05 16:16:04Z : PB = 508268544 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-05 16:16:04Z : PB = 514260992 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-05 16:16:04Z : PB = 514260992 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-05 16:16:04Z : PB = 514260992 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-05 16:16:04Z : PB = 514260992 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-05 16:16:04Z : PB = 514260992 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-05 16:16:04Z : PB = 514260992 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-05 16:16:04Z : PB = 514260992 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-05 16:16:04Z : PB = 514260992 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-05 16:16:04Z : PB = 519553024 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-05 16:16:04Z : PB = 519553024 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-05 16:16:04Z : PB = 519553024 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-05 16:16:04Z : PB = 519553024 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-05 16:16:04Z : PB = 519553024 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-05 16:16:04Z : PB = 520077312 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-05 16:16:04Z : PB = 520142848 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-05 16:16:04Z : PB = 520273920 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-05 16:16:04Z : PB = 521510912 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-05 16:16:04Z : PB = 521646080 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-05 16:16:04Z : PB = 521842688 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-05 16:16:04Z : PB = 521973760 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-05 16:16:04Z : PB = 522235904 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-05 16:16:04Z : PB = 526307328 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-05 16:16:04Z : PB = 526372864 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-05 16:16:04Z : PB = 526438400 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-05 16:16:05Z : PB = 482144256 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-05 16:16:05Z : PB = 482144256 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-05 16:16:05Z : PB = 482152448 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-05 16:16:05Z : PB = 482152448 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-05 16:16:05Z : PB = 482152448 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-05 16:16:05Z : PB = 482152448 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-05 16:16:05Z : PB = 482152448 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-05 16:16:05Z : PB = 482152448 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-05 16:16:05Z : PB = 485568512 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-05 16:16:05Z : PB = 485572608 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-05 16:16:05Z : PB = 485572608 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-05 16:16:05Z : PB = 485572608 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-05 16:16:05Z : PB = 485572608 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-05 16:16:05Z : PB = 485576704 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-05 16:16:05Z : PB = 485576704 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-05 16:16:05Z : PB = 485576704 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-05 16:16:05Z : PB = 485601280 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-05 16:16:05Z : PB = 485601280 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-05 16:16:05Z : PB = 485601280 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-05 16:16:05Z : PB = 485601280 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-05 16:16:05Z : PB = 485601280 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-05 16:16:05Z : PB = 485601280 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-05 16:16:05Z : PB = 485601280 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-05 16:16:05Z : PB = 485601280 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-05 16:16:05Z : PB = 490905600 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-05 16:16:05Z : PB = 491036672 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-05 16:16:05Z : PB = 491102208 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-05 16:16:05Z : PB = 491167744 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-05 16:16:05Z : PB = 491233280 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-05 16:16:05Z : PB = 491757568 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-05 16:16:05Z : PB = 491888640 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-05 16:16:05Z : PB = 491954176 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-05 16:16:05Z : PB = 495661056 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-05 16:16:05Z : PB = 495661056 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-05 16:16:05Z : PB = 495661056 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-05 16:16:05Z : PB = 495661056 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-05 16:16:05Z : PB = 495661056 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-05 16:16:05Z : PB = 495665152 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-05 16:16:05Z : PB = 495665152 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-05 16:16:05Z : PB = 495665152 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-05 16:16:05Z : PB = 496738304 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-05 16:16:05Z : PB = 496738304 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-05 16:16:05Z : PB = 496738304 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-05 16:16:05Z : PB = 496738304 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-05 16:16:05Z : PB = 496738304 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-05 16:16:05Z : PB = 497672192 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-05 16:16:05Z : PB = 497672192 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-05 16:16:05Z : PB = 497672192 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-05 16:16:07Z : PB = 479952896 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-05 16:16:07Z : PB = 479952896 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-05 16:16:07Z : PB = 479952896 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-05 16:16:07Z : PB = 479952896 : Out  : --------- StyleCop.StyleCopThread.DoWork()
2022-12-05 16:16:07Z : PB = 479956992 : Out  : -------- StyleCop.StyleCopCore.RunWorkerThreads()=True
2022-12-05 16:16:07Z : PB = 479956992 : Out  : ------- StyleCop.StyleCopCore.Analyze()
2022-12-05 16:16:07Z : PB = 479956992 : Out  : ------ StyleCop.StyleCopCore.FullAnalyze()
2022-12-05 16:16:07Z : PB = 479956992 : In   : ------ StyleCop.VisualStudio.AnalysisHelper.AnalyzeComplete(sender=[AnalysisThread], e=[EventArgs])
2022-12-05 16:16:07Z : PB = 479965184 : In   : ------- StyleCop.VisualStudio.AnalysisHelper.AnalyzeCompleteMain(sender=[AnalysisThread], e=[EventArgs])
2022-12-05 16:16:13Z : PB = 486612992 : Out  : ------- StyleCop.VisualStudio.AnalysisHelper.AnalyzeCompleteMain()
2022-12-05 16:16:13Z : PB = 486617088 : Out  : ------ StyleCop.VisualStudio.AnalysisHelper.AnalyzeComplete()
2022-12-05 16:16:13Z : PB = 486617088 : Out  : ----- StyleCop.VisualStudio.AnalysisThread.AnalyzeProc()
2022-12-05 16:17:01Z : PB = 485318656 : In   : ---------------------------------- StyleCop.VisualStudio.AnalysisHelper.Analyze(full=True, type={Solution}, analysisFileManager=<missing>)
2022-12-05 16:17:01Z : PB = 485658624 : In   : ----- StyleCop.VisualStudio.AnalysisThread.AnalyzeProc()
2022-12-05 16:17:01Z : PB = 485658624 : In   : ------ StyleCop.StyleCopCore.FullAnalyze(projects=[List<CodeProject>: Count = 6])
2022-12-05 16:17:01Z : PB = 485658624 : In   : ------- StyleCop.StyleCopCore.Analyze(projects=[List<CodeProject>: Count = 6], ignoreCache=True, settingsPath=<null>)
2022-12-05 16:17:01Z : PB = 485658624 : Out  : ---------------------------------- StyleCop.VisualStudio.AnalysisHelper.Analyze()
2022-12-05 16:17:01Z : PB = 485658624 : In   : -------- StyleCop.StyleCopCore.RunWorkerThreads(data=[Data], count=1)
2022-12-05 16:17:01Z : PB = 485658624 : In   : --------- StyleCop.StyleCopThread.DoWork(sender=<null>)
2022-12-05 16:17:01Z : PB = 485658624 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-05 16:17:01Z : PB = 485662720 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-05 16:17:01Z : PB = 486846464 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-05 16:17:01Z : PB = 487047168 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-05 16:17:01Z : PB = 487178240 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-05 16:17:02Z : PB = 490663936 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-05 16:17:02Z : PB = 490663936 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-05 16:17:02Z : PB = 490663936 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-05 16:17:02Z : PB = 490663936 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-05 16:17:02Z : PB = 490663936 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-05 16:17:02Z : PB = 490663936 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-05 16:17:02Z : PB = 490663936 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-05 16:17:02Z : PB = 490663936 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-05 16:17:02Z : PB = 496611328 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-05 16:17:02Z : PB = 496611328 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-05 16:17:02Z : PB = 496611328 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-05 16:17:02Z : PB = 496611328 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-05 16:17:02Z : PB = 496611328 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-05 16:17:02Z : PB = 496611328 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-05 16:17:02Z : PB = 496611328 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-05 16:17:02Z : PB = 496611328 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-05 16:17:02Z : PB = 495435776 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-05 16:17:02Z : PB = 495435776 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-05 16:17:02Z : PB = 495435776 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-05 16:17:02Z : PB = 495435776 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-05 16:17:02Z : PB = 495435776 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-05 16:17:02Z : PB = 495435776 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-05 16:17:02Z : PB = 495435776 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-05 16:17:02Z : PB = 495435776 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-05 16:17:02Z : PB = 502231040 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-05 16:17:02Z : PB = 502231040 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-05 16:17:02Z : PB = 502231040 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-05 16:17:02Z : PB = 502231040 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-05 16:17:02Z : PB = 502231040 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-05 16:17:02Z : PB = 502231040 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-05 16:17:02Z : PB = 502231040 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-05 16:17:02Z : PB = 502231040 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-05 16:17:02Z : PB = 504123392 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-05 16:17:02Z : PB = 504254464 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-05 16:17:02Z : PB = 504320000 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-05 16:17:02Z : PB = 504385536 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-05 16:17:02Z : PB = 504516608 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-05 16:17:02Z : PB = 504647680 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-05 16:17:02Z : PB = 504647680 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-05 16:17:02Z : PB = 504647680 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-05 16:17:02Z : PB = 506617856 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-05 16:17:02Z : PB = 506617856 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-05 16:17:02Z : PB = 506617856 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-05 16:17:02Z : PB = 506617856 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-05 16:17:02Z : PB = 506617856 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-05 16:17:02Z : PB = 506617856 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-05 16:17:02Z : PB = 506617856 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-05 16:17:02Z : PB = 506617856 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-05 16:17:03Z : PB = 509210624 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-05 16:17:03Z : PB = 509210624 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-05 16:17:03Z : PB = 509210624 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-05 16:17:03Z : PB = 509210624 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-05 16:17:03Z : PB = 509210624 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-05 16:17:03Z : PB = 509210624 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-05 16:17:03Z : PB = 509210624 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-05 16:17:03Z : PB = 509210624 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-05 16:17:03Z : PB = 514371584 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-05 16:17:03Z : PB = 514371584 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-05 16:17:03Z : PB = 514371584 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-05 16:17:03Z : PB = 514371584 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-05 16:17:03Z : PB = 514371584 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-05 16:17:03Z : PB = 515948544 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-05 16:17:03Z : PB = 515948544 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-05 16:17:03Z : PB = 515948544 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-05 16:17:03Z : PB = 516935680 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-05 16:17:03Z : PB = 516935680 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-05 16:17:03Z : PB = 516935680 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-05 16:17:03Z : PB = 516935680 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-05 16:17:03Z : PB = 516935680 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-05 16:17:03Z : PB = 516935680 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-05 16:17:03Z : PB = 516935680 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-05 16:17:03Z : PB = 516935680 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-05 16:17:03Z : PB = 523730944 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-05 16:17:03Z : PB = 523730944 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
